"Cod_TSE","Cod_IBGE","UF","localidade"
"56472","3202405","ES","GUARAPARI"
"65455","3522208","SP","ITAPECERICA DA SERRA"
"87416","4312005","RS","MARIANO MORO"
"77011","4115804","PR","MEDIANEIRA"
"68578","3537800","SP","PIEDADE"
"69035","3540101","SP","PONGAI"
"52493","3162500","MG","SAO JOAO DEL REI"
"41645","3162948","MG","SAO JOSE DA BARRA"
"89257","4321105","RS","TAPES"
"40851","3104304","MG","AREADO"
"85278","4301404","RS","ARVOREZINHA"
"41416","3107109","MG","BOA ESPERANCA"
"42170","3110905","MG","CAMPANHA"
"63355","3511706","SP","CHARQUEADA"
"80918","4204707","SC","CUNHA PORA"
"87246","4313375","RS","NOVA SANTA RITA"
"87653","4313102","RS","NOVA PALMA"
"68519","3537503","SP","PEREIRAS"
"69191","3540903","SP","PRADOPOLIS"
"50938","3154705","MG","RIBEIRAO VERMELHO"
"82872","4214607","SC","RIO DO OESTE"
"82937","4214904","SC","RIO FORTUNA"
"62898","3509403","SP","CAJURU"
"75159","4105904","PR","COLORADO"
"43710","3118601","MG","CONTAGEM"
"81671","4208500","SC","ITUPORANGA"
"82066","4210555","SC","MAREMA"
"86169","4312757","RS","NOVA ALVORADA"
"77798","4120002","PR","PORECATU"
"70157","3545704","SP","SANTA ALBERTINA"
"70653","3548203","SP","SANTO ANTONIO DO PINHAL"
"53430","3167202","MG","SETE LAGOAS"
"89214","4320909","RS","TAPEJARA"
"83534","4217907","SC","TANGARA"
"53856","3169307","MG","TRES CORACOES"
"83615","4218400","SC","TREZE DE MAIO"
"88781","4322855","RS","VESPASIANO CORREA"
"80373","4201901","SC","AURORA"
"80594","4203105","SC","CAIBI"
"74837","4104303","PR","CAMPO MOURAO"
"43451","3117306","MG","CONCEICAO DAS ALAGOAS"
"56499","3202504","ES","IBIRACU"
"76350","4112108","PR","JANDAIA DO SUL"
"62324","3525854","SP","JUMIRIM"
"27855","2704302","AL","MACEIO"
"67350","3531704","SP","MONTEIRO LOBATO"
"67857","3534203","SP","ORINDIUVA"
"68098","3535408","SP","PANORAMA"
"89435","4322004","RS","TRIUNFO"
"85723","4322251","RS","TUPANDI"
"72214","3556008","SP","URUPES"
"72230","3556107","SP","VALENTIM GENTIL"
"72311","3556404","SP","VARGEM GRANDE DO SUL"
"88145","4323804","RS","XANGRI-LA"
"41114","3105608","MG","BARBACENA"
"65277","3521309","SP","IPUA"
"65439","3522109","SP","ITANHAEM"
"76295","4111803","PR","JACAREZINHO"
"98310","5105150","MT","JUINA"
"82198","4211207","SC","MORRO DA FUMACA"
"82252","4211504","SC","NOVA TRENTO"
"49611","3148103","MG","PATROCINIO"
"82570","4213104","SC","PIRATUBA"
"70130","3545605","SP","SANTA ADELIA"
"93300","5221858","GO","VALPARAISO"
"72273","3556305","SP","VALPARAIZO"
"58076","3300407","RJ","BARRA MANSA"
"58254","3301306","RJ","CASIMIRO DE ABREU"
"13897","2304400","CE","FORTALEZA"
"65994","3524907","SP","JAMBEIRO"
"66532","3527603","SP","LUIS ANTONIO"
"79634","4115705","PR","MATINHOS"
"82295","4211702","SC","ORLEANS"
"91251","5006309","MS","PARANAIBA"
"68713","3538501","SP","PIQUETE"
"84875","4315354","RS","QUINZE DE NOVEMBRO"
"70351","3546702","SP","SANTA GERTRUDES"
"79375","4128203","PR","UNIAO DA VITORIA"
"59234","3306206","RJ","VASSOURAS"
"83836","4219507","SC","XANXERE"
"74250","4101408","PR","APUCARANA"
"62413","3507100","SP","BOM JESUS DOS PERDOES"
"86509","4304697","RS","CAPITAO"
"80306","4204251","SC","COCAL DO SUL"
"64190","3515905","SP","FLOREAL"
"86835","4309209","RS","GRAVATAI"
"58416","3302106","RJ","ITAOCARA"
"80365","4210852","SC","MIRIM DOCE"
"67393","3531902","SP","MORRO AGUDO"
"49174","3145901","MG","OURO BRANCO"
"87629","4317251","RS","SANTA TEREZA"
"83097","4215703","SC","SANTO AMARO DA IMPERATRIZ"
"132","1100304","RO","VILHENA"
"80276","4201406","SC","ARARANGUA"
"90352","5101803","MT","BARRA DO GARCAS"
"62634","3508108","SP","BURITAMA"
"85596","4303004","RS","CACHOEIRA DO SUL"
"80870","4204509","SC","CORUPA"
"86851","4309308","RS","GUAIBA"
"65030","3520103","SP","IGARAPAVA"
"94250","5211503","GO","ITUMBIARA"
"66699","3528403","SP","MAIRINQUE"
"94595","5213103","GO","MINEIROS"
"48470","3142403","MG","MOEMA"
"90883","5106240","MT","NOVA UBIRATA"
"69132","3540606","SP","PORTO FELIZ"
"69531","3542602","SP","REGISTRO"
"88196","4315800","RS","ROCA SALES"
"70270","3546306","SP","SANTA CRUZ DAS PALMEIRAS"
"85383","4319752","RS","SAO VENDELINO"
"71510","3552502","SP","SUZANO"
"83518","4217808","SC","TAIO"
"91650","5008305","MS","TRES LAGOAS"
"89516","4322400","RS","URUGUAIANA"
"80233","4201208","SC","ANTONIO CARLOS"
"80330","4201703","SC","ASCURRA"
"41513","3107604","MG","BOM JESUS DA PENHA"
"63274","3511300","SP","CEDRAL"
"90697","5103502","MT","DIAMANTINO"
"80080","4205159","SC","DOUTOR PEDRINHO"
"75833","4109401","PR","GUARAPUAVA"
"66010","3525003","SP","JANDIRA"
"90999","5005004","MS","JARDIM"
"47511","3137601","MG","LAGOA SANTA"
"66974","3529807","SP","MINEIROS DO TIETE"
"49417","3147105","MG","PARA DE MINAS"
"74624","4118451","PR","PATO BRAGADO"
"68993","3539905","SP","POLONI"
"69272","3541307","SP","PRESIDENTE EPITACIO"
"69434","3542107","SP","RAFARD"
"71498","3552403","SP","SUMARE"
"83755","4219101","SC","VARGEAO"
"61395","3502002","SP","ANALANDIA"
"92215","5201108","GO","ANAPOLIS"
"63770","3513801","SP","DIADEMA"
"75043","4119152","PR","PINHAIS"
"68853","3539202","SP","PIRAPOZINHO"
"81000","4215455","SC","SANGAO"
"89036","4320107","RS","SARANDI"
"90840","5108303","MT","UNIAO DO SUL"
"40290","3101508","MG","ALEM PARAIBA"
"85316","4301602","RS","BAGE"
"92959","5204805","GO","CAMPO ALEGRE DE GOIAS"
"81272","4206504","SC","GUARAMIRIM"
"82058","4210506","SC","MARAVILHA"
"87890","4314308","RS","PEJUCARA"
"68730","3538600","SP","PIRACAIA"
"77950","4120804","PR","QUATRO BARRAS"
"69493","3542404","SP","REGENTE FEIJO"
"91510","5107602","MT","RONDONOPOLIS"
"83038","4215406","SC","SALTO VELOSO"
"71650","3553203","SP","TAIUVA"
"88080","4322541","RS","VALE REAL"
"81620","4204756","SC","CUNHATAI"
"64033","3515103","SP","EMBU GUACU"
"86673","4308508","RS","FREDERICO WESTPHALEN"
"58440","3302254","RJ","ITATIAIA"
"98191","5105101","MT","JUARA"
"95559","5218003","GO","PORANGATU"
"82678","4213609","SC","PORTO UNIAO"
"61166","3544251","SP","ROSANA"
"71757","3553708","SP","TAQUARITINGA"
"72737","3556453","SP","VARGEM GRANDE PAULISTA"
"61220","3501152","SP","ALUMINIO"
"86100","4300661","RS","ANDRE DA ROCHA"
"62855","3509205","SP","CAJAMAR"
"43419","3117108","MG","CONCEICAO DA APARECIDA"
"61689","3515152","SP","ENGENHEIRO COELHO"
"58637","3303203","RJ","NILOPOLIS"
"67733","3533601","SP","NUPORANGA"
"69817","3544004","SP","RIO DAS PEDRAS"
"70530","3547601","SP","SANTA ROSA DE VITERBO"
"52078","3160405","MG","SANTO ANTONIO DO MONTE"
"71692","3553401","SP","TANABI"
"53732","3168705","MG","TIMOTEO"
"71951","3554706","SP","TORRINHA"
"57975","3205069","ES","VENDA NOVA DO IMIGRANTE"
"3018","1400100","RR","BOA VISTA"
"80454","4202305","SC","BIGUACU"
"90654","5003306","MS","COXIM"
"45411","3127107","MG","FRUTAL"
"45730","3128709","MG","GUAXUPE"
"67717","3533502","SP","NOVO HORIZONTE"
"82333","4211900","SC","PALHOCA"
"69175","3540804","SP","POTIRENDABA"
"84832","4318051","RS","SAO DOMINGOS DO SUL"
"83216","4216305","SC","SAO JOAO BATISTA"
"88994","4319901","RS","SAPIRANGA"
"70190","3500550","SP","AGUAS DE SANTA BARBARA"
"85308","4301057","RS","ARROIO DO SAL"
"88927","4301636","RS","BALNEARIO PINHAL"
"19658","2503209","PB","CABEDELO"
"89150","4304630","RS","CAPAO DA CANOA"
"43150","3115805","MG","CENTRALINA"
"63576","3512803","SP","COSMOPOLIS"
"80586","4209458","SC","LAGEADO GRANDE"
"68977","3539806","SP","POA"
"71030","3550100","SP","SAO MANUEL"
"74276","4101507","PR","ARAPONGAS"
"59277","3300258","RJ","ARRAIAL DO CABO"
"93017","5205109","GO","CATALAO"
"85804","4305454","RS","CIDREIRA"
"81060","4205456","SC","FORQUILHINHA"
"81353","4206900","SC","IBIRAMA"
"65552","3522703","SP","ITAPOLIS"
"82376","4212106","SC","PALMITOS"
"82759","4214003","SC","PRESIDENTE GETULIO"
"82970","4215109","SC","RODEIO"
"88331","4316501","RS","SALVADOR DO SUL"
"88510","4317400","RS","SANTIAGO"
"88714","4318408","RS","SAO JERONIMO"
"83399","4217204","SC","SAO MIGUEL DO OESTE"
"83631","4218509","SC","TREZE TILIAS"
"72435","3557006","SP","VOTORANTIM"
"64491","3517406","SP","GUAIRA"
"46612","3133105","MG","ITANHANDU"
"81663","4208450","SC","ITAPOA"
"46833","3134202","MG","ITUIUTABA"
"94331","5211909","GO","JATAI"
"76872","4114807","PR","MARIALVA"
"58556","3302809","RJ","MENDES"
"67113","3530508","SP","MOCOCA"
"48992","3145000","MG","NOVA PONTE"
"77453","4118204","PR","PARANAGUA"
"49590","3148004","MG","PATOS DE MINAS"
"85863","4323606","RS","VISTA ALEGRE DO PRATA"
"61050","3500303","SP","AGUAI"
"61573","3502903","SP","ARACOIABA DA SERRA"
"41475","3107406","MG","BOM DESPACHO"
"90735","5003702","MS","DOURADOS"
"75655","4108403","PR","FRANCISCO BELTRAO"
"86916","4309605","RS","HORIZONTINA"
"86991","4309902","RS","IBIRAIARAS"
"46256","3131307","MG","IPATINGA"
"74500","4115358","PR","MARIPA"
"67237","3531100","SP","MONGAGUA"
"88455","4317103","RS","SANTANA DO LIVRAMENTO"
"83178","4216107","SC","SAO DOMINGOS"
"78891","4125704","PR","SAO MIGUEL DO IGUACU"
"83453","4217501","SC","SEARA"
"89370","4321709","RS","TRES COROAS"
"98230","4302352","RS","BOM PRINCIPIO"
"91936","5102702","MT","CANARANA"
"88846","4305439","RS","CHUI"
"64351","3516705","SP","GARCA"
"45535","3127701","MG","GOVERNADOR VALADARES"
"64750","3518701","SP","GUARUJA"
"74683","4120853","PR","QUATRO PONTES"
"88471","4317202","RS","SANTA ROSA"
"79278","4127700","PR","TOLEDO"
"62359","3506805","SP","BOCAINA"
"80985","4202453","SC","BOMBINHAS"
"58130","3300704","RJ","CABO FRIO"
"85855","4304408","RS","CANELA"
"85243","4310462","RS","IPIRANGA DO SUL"
"58750","3303807","RJ","PARATI"
"49573","3147907","MG","PASSOS"
"87360","4314423","RS","PICADA CAFE"
"68535","3537602","SP","PERUIBE"
"95451","5217401","GO","PIRES DO RIO"
"87700","4318432","RS","SAO JOAO DO POLESINE"
"78859","4125506","PR","SAO JOSE DOS PINHAIS"
"83879","4219705","SC","XAXIM"
"80489","4201273","SC","ARABUTA"
"61913","3504602","SP","BADY BASSIT"
"4278","1501402","PA","BELEM"
"62774","3508801","SP","CAFELANDIA"
"75051","4105508","PR","CIANORTE"
"43370","3116902","MG","COMENDADOR GOMES"
"56510","3202603","ES","ICONHA"
"66052","3525201","SP","JARINU"
"87530","4312609","RS","MUCUM"
"67539","3532603","SP","NHANDEARA"
"67512","3532504","SP","NEVES PAULISTA"
"95192","1716109","TO","PARAISO DO TOCANTINS"
"77496","4118402","PR","PARANAVAI"
"95656","5218607","GO","RIALMA"
"71196","3550902","SP","SAO SIMAO"
"79359","4128104","PR","UMUARAMA"
"85910","4304705","RS","CARAZINHO"
"63690","3513405","SP","CRUZEIRO"
"87033","4310108","RS","IGREJINHA"
"46752","3133808","MG","ITAUNA"
"47791","3139003","MG","MACHADO"
"48259","3141306","MG","MEDEIROS"
"87327","4314035","RS","PARECI NOVO"
"51918","3159605","MG","SANTA RITA DO SAPUCAI"
"90689","5108006","MT","TAPURA"
"72095","3555406","SP","UBATUBA"
"85642","4323408","RS","VILA MARIA"
"61751","3503802","SP","ARTUR NOGUEIRA"
"61832","3504206","SP","AURIFLAMA"
"62570","3507803","SP","BRODOWSKI"
"85618","4303103","RS","CACHOEIRINHA"
"81043","4204350","SC","CORDILHEIRA ALTA"
"75256","4106407","PR","CORNELIO PROCOPIO"
"81035","4205308","SC","FAXINAL DOS GUEDES"
"85189","4309555","RS","HARMONIA"
"66354","3526704","SP","LEME"
"66877","3529302","SP","MATAO"
"87815","4313904","RS","PANAMBI"
"69019","3540002","SP","POMPEIA"
"82651","4213500","SC","PORTO BELO"
"84794","4318440","RS","SAO JORGE"
"89338","4321501","RS","TORRES"
"72036","3555109","SP","TUPI PAULISTA"
"89532","4322509","RS","VACARIA"
"89699","4323200","RS","VICTOR GRAEFF"
"61492","3502507","SP","APARECIDA"
"89770","4305959","RS","COTIPORA"
"46299","3131505","MG","IPUIUNA"
"82074","4210605","SC","MASSARANDUBA"
"82236","4211405","SC","NOVA ERECHIM"
"68594","3537909","SP","PILAR DO SUL"
"77771","4119905","PR","PONTA GROSSA"
"88153","4315602","RS","RIO GRANDE"
"69990","3544905","SP","SALES OLIVEIRA"
"70610","3548005","SP","SANTO ANTONIO DA POSSE"
"79057","4126504","PR","SERTANOPOLIS"
"89230","4321006","RS","TAPERA"
"62812","3509007","SP","CAIEIRAS"
"42650","3113305","MG","CARANGOLA"
"62006","3520426","SP","ILHA COMPRIDA"
"65234","3521101","SP","IPEUNA"
"58530","3302700","RJ","MARICA"
"82279","4211603","SC","NOVA VENEZA"
"67938","3534609","SP","OSVALDO CRUZ"
"87998","4314803","RS","PORTAO"
"82732","4213906","SC","PRESIDENTE CASTELO BRANCO"
"83372","4217105","SC","SAO MARTINHO"
"83470","4217600","SC","SIDEROPOLIS"
"71439","3552106","SP","SOCORRO"
"40690","3103504","MG","ARAGUARI"
"88200","4304671","RS","CAPIVARI DO SUL"
"81574","4208005","SC","ITA"
"65730","3523602","SP","ITIRAPINA"
"36854","2919207","BA","LAURO DE FREITAS"
"87734","4313508","RS","OSORIO"
"82511","4212809","SC","PICARRAS"
"98213","4321451","RS","TEUTONIA"
"88048","4322350","RS","UNIAO DA SERRA"
"90077","5100409","MT","ALTO GARCAS"
"62936","3509601","SP","CAMPO LIMPO PAULISTA"
"86592","4308102","RS","FELIZ"
"90786","5103700","MT","FELIZ NATAL"
"65471","3522307","SP","ITAPETININGA"
"66036","3525102","SP","JARDINOPOLIS"
"81876","4209508","SC","LAURENTINO"
"87149","4312476","RS","MORRO REUTER"
"82899","4214706","SC","RIO DOS CEDROS"
"70173","3545803","SP","SANTA BARBARA D OESTE"
"83119","4215802","SC","SAO BENTO DO SUL"
"52930","3164704","MG","SAO SEBASTIAO DO PARAISO"
"91855","5107958","MT","TANGARA DA SERRA"
"41378","3106903","MG","BICAS"
"63118","3510500","SP","CARAGUATATUBA"
"75639","4108304","PR","FOZ DO IGUACU"
"94374","5212105","GO","JOVIANIA"
"67296","3531407","SP","MONTE APRAZIVEL"
"68772","3538808","SP","PIRAJU"
"89354","4321600","RS","TRAMANDAI"
"41890","3109501","MG","CABO VERDE"
"44458","3122306","MG","DIVINOPOLIS"
"86495","4307609","RS","ESTANCIA VELHA"
"64939","3519600","SP","IBITINGA"
"65099","3520400","SP","ILHABELA"
"66451","3527207","SP","LORENA"
"87637","4313003","RS","NOVA BRESCIA"
"78255","4122404","PR","ROLANDIA"
"88358","4316600","RS","SANANDUVA"
"74292","4101606","PR","ARAPOTI"
"62391","3507001","SP","BOITUVA"
"81230","4206306","SC","GUABIRUBA"
"64513","3517505","SP","GUAPIACU"
"65978","3524808","SP","JALES"
"58513","3302601","RJ","MANGARATIBA"
"98710","5105580","MT","MARCELANDIA"
"67318","3531506","SP","MONTE AZUL PAULISTA"
"88536","4317509","RS","SANTO ANGELO"
"83356","4217006","SC","SAO LUDGERO"
"71218","3551009","SP","SAO VICENTE"
"54275","3171303","MG","VICOSA"
"63932","3514601","SP","DUMONT"
"86533","4307807","RS","ESTRELA"
"58262","3301876","RJ","IGUABA GRANDE"
"87050","4310207","RS","IJUI"
"81809","4210035","SC","LUZERNA"
"83917","4210407","SC","MARACAJA"
"48810","3144102","MG","MUZAMBINHO"
"68616","3538006","SP","PINDAMONHANGABA"
"58203","3304524","RJ","RIO DAS OSTRAS"
"71811","3554003","SP","TATUI"
"83798","4219309","SC","VIDEIRA"
"20516","2507507","PB","JOAO PESSOA"
"67075","3530300","SP","MIRASSOL"
"87084","4312385","RS","MONTE BELO DO SUL"
"70254","3546207","SP","SANTA CRUZ DA CONCEICAO"
"83194","4216206","SC","SAO FRANCISCO DO SUL"
"62030","3505203","SP","BARIRI"
"61280","3506359","SP","BERTIOGA"
"46876","3134400","MG","ITURAMA"
"81833","4209300","SC","LAGES"
"84751","4313359","RS","NOVA ROMA DO SUL"
"50296","3151503","MG","PIUMHI"
"61077","3500402","SP","AGUAS DA PRATA"
"40797","3104007","MG","ARAXA"
"61778","3503901","SP","ARUJA"
"41670","3108404","MG","BOTELHOS"
"85960","4303558","RS","CAMARGO"
"63835","3514106","SP","DOIS CORREGOS"
"74284","4107538","PR","ENTRE RIOS DO OESTE"
"85782","4310363","RS","IMIGRANTE"
"67415","3532009","SP","MORUNGABA"
"67954","3534708","SP","OURINHOS"
"69159","3540705","SP","PORTO FERREIRA"
"70890","3549409","SP","SAO JOAQUIM DA BARRA"
"70955","3549706","SP","SAO JOSE DO RIO PARDO"
"62219","3506102","SP","BEBEDOURO"
"93793","5209101","GO","GOIATUBA"
"66150","3525706","SP","JOSE BONIFACIO"
"66478","3527306","SP","LOUVEIRA"
"17612","2408102","RN","NATAL"
"67695","3533403","SP","NOVA ODESSA"
"95710","5218805","GO","RIO VERDE"
"89850","5107909","MT","SINOP"
"62596","3507902","SP","BROTAS"
"90506","5102678","MT","CAMPO VERDE"
"80810","4204202","SC","CHAPECO"
"86258","4306403","RS","DOIS IRMAOS"
"84867","4309258","RS","GUABIJU"
"85685","4310330","RS","IMBE"
"81477","4207502","SC","INDAIAL"
"76830","4114609","PR","MARECHAL CANDIDO RONDON"
"68217","3536000","SP","PARAPUA"
"70050","3545209","SP","SALTO"
"90107","5107248","MT","SANTA CARMEM"
"83739","4219002","SC","URUSSANGA"
"91910","5100201","MT","AGUA BOA"
"63177","3510807","SP","CASA BRANCA"
"86193","4306106","RS","CRUZ ALTA"
"64777","3518800","SP","GUARULHOS"
"67873","3534302","SP","ORLANDIA"
"87912","4314407","RS","PELOTAS"
"68896","3539400","SP","PIRATININGA"
"89273","4321204","RS","TAQUARA"
"54070","3170404","MG","UNAI"
"79537","4102000","PR","ASSIS CHATEAUBRIAND"
"74934","4104808","PR","CASCAVEL"
"98035","5003256","MS","COSTA RICA"
"47635","3138203","MG","LAVRAS"
"67253","3531209","SP","MONTE ALEGRE DO SUL"
"70297","3546405","SP","SANTA CRUZ DO RIO PARDO"
"72419","3556909","SP","VISTA ALEGRE DO ALTO"
"81361","4207577","SC","IOMERE"
"74560","4115853","PR","MERCEDES"
"94730","5213806","GO","MORRINHOS"
"82317","4211801","SC","OURO"
"59250","3306305","RJ","VOLTA REDONDA"
"92894","5204508","GO","CALDAS NOVAS"
"63630","3513108","SP","CRAVINHOS"
"86371","4307005","RS","ERECHIM"
"68659","3515186","SP","ESPIRITO SANTO DO PINHAL"
"86886","4311270","RS","LAGOA DOS TRES CANTOS"
"66370","3526803","SP","LENCOIS PAULISTA"
"87378","4311809","RS","MARAU"
"87556","4312658","RS","NAO ME TOQUE"
"58777","3303906","RJ","PETROPOLIS"
"38490","2927408","BA","SALVADOR"
"71099","3550407","SP","SAO PEDRO"
"31054","2800308","SE","ARACAJU"
"85898","4304606","RS","CANOAS"
"64670","3518305","SP","GUARAREMA"
"46477","3132404","MG","ITAJUBA"
"65897","3524402","SP","JACAREI"
"66290","3526407","SP","LARANJAL PAULISTA"
"67156","3530706","SP","MOJI GUACU"
"67270","3531308","SP","MONTE ALTO"
"67792","3533908","SP","OLIMPIA"
"72010","3555000","SP","TUPA"
"61018","3500105","SP","ADAMANTINA"
"87220","4313086","RS","NOVA PADUA"
"69051","3540200","SP","PONTAL"
"88935","4319505","RS","SAO SEBASTIAO DO CAI"
"83690","4218806","SC","TURVO"
"96415","5222005","GO","VIANOPOLIS"
"40312","3101607","MG","ALFENAS"
"61417","3502101","SP","ANDRADINA"
"62278","3506409","SP","BILAC"
"86339","4306809","RS","ENCANTADO"
"81191","4206108","SC","GRAO PARA"
"73440","1721000","TO","PALMAS"
"61247","3537156","SP","PEDRINHAS PAULISTA"
"85405","4315172","RS","PROTASIO ALVES"
"71579","3552809","SP","TABOAO DA SERRA"
"40517","3102605","MG","ANDRADAS"
"63754","3513702","SP","DESCALVADO"
"64254","3516200","SP","FRANCA"
"65536","3522604","SP","ITAPIRA"
"70335","3546603","SP","SANTA FE DO SUL"
"71153","3550704","SP","SAO SEBASTIAO"
"87840","4319711","RS","SAO VALENTIM DO SUL"
"85138","4300703","RS","ANTA GORDA"
"77399","4117909","PR","PALOTINA"
"68470","3537305","SP","PENAPOLIS"
"62170","3505906","SP","BATATAIS"
"62715","3508504","SP","CACAPAVA"
"63479","3512308","SP","CONCHAS"
"63894","3514403","SP","DRACENA"
"86517","4307708","RS","ESTEIO"
"81175","4205902","SC","GASPAR"
"86878","4309407","RS","GUAPORE"
"66419","3527009","SP","LINDOIA"
"87491","4312401","RS","MONTENEGRO"
"68438","3537107","SP","PEDREIRA"
"69310","3541505","SP","PRESIDENTE VENCESLAU"
"69671","3543303","SP","RIBEIRAO PIRES"
"83437","4217402","SC","SCHROEDER"
"64114","3515509","SP","FERNANDOPOLIS"
"58670","3303401","RJ","NOVA FRIBURGO"
"58831","3304201","RJ","RESENDE"
"59153","3305802","RJ","TERESOPOLIS"
"85197","4301008","RS","ARROIO DO MEIO"
"63495","3512407","SP","CORDEIROPOLIS"
"65838","3524105","SP","ITUVERAVA"
"66397","3526902","SP","LIMEIRA"
"82112","4210803","SC","MELEIRO"
"77518","4118501","PR","PATO BRANCO"
"88072","4315206","RS","PUTINGA"
"62057","3505302","SP","BARRA BONITA"
"85774","4303905","RS","CAMPO BOM"
"46973","3134905","MG","JACUTINGA"
"47759","3138807","MG","LUZ"
"49034","3145208","MG","NOVA SERRANA"
"88773","4318705","RS","SAO LEOPOLDO"
"61891","3504503","SP","AVARE"
"62294","3506508","SP","BIRIGUI"
"85952","4304903","RS","CASCA"
"86975","4309803","RS","IBIACA"
"98892","5107040","MT","PRIMAVERA DO LESTE"
"58408","3300233","RJ","ARMACAO DE BUZIOS"
"62952","3509700","SP","CAMPOS DO JORDAO"
"69213","3541000","SP","PRAIA GRANDE"
"90727","5107875","MT","SAPEZAL"
"58572","3302908","RJ","MIGUEL PEREIRA"
"50490","3152501","MG","POUSO ALEGRE"
"92827","5218789","GO","RIO QUENTE"
"61956","3504800","SP","BALSAMO"
"92924","5205471","GO","CHAPADAO DO CEU"
"80837","4204301","SC","CONCORDIA"
"95494","5217708","GO","PONTALINA"
"89095","4320404","RS","SERAFINA CORREA"
"54135","3170701","MG","VARGINHA"
"61654","3503307","SP","ARARAS"
"87173","4310801","RS","IVOTI"
"90603","5105259","MT","LUCAS DO RIO VERDE"
"92363","5213756","GO","MONTIVIDIU"
"88838","4319000","RS","SAO MARCOS"
"71978","3554805","SP","TREMEMBE"
"83674","4218707","SC","TUBARAO"
"61190","3501004","SP","ALTINOPOLIS"
"63096","3510401","SP","CAPIVARI"
"63231","3511102","SP","CATANDUVA"
"84824","4306452","RS","DOIS LAJEADOS"
"45896","3129509","MG","IBIA"
"87017","4310009","RS","IBIRUBA"
"65293","3521408","SP","IRACEMAPOLIS"
"81612","4208203","SC","ITAJAI"
"80047","4209854","SC","LINDOIA DO SUL"
"67130","3530607","SP","MOGI DAS CRUZES"
"88390","4316808","RS","SANTA CRUZ DO SUL"
"87831","4314001","RS","PARAI"
"82597","4213203","SC","POMERODE"
"54038","3170206","MG","UBERLANDIA"
"88161","4302253","RS","BOA VISTA DO SUL"
"61204","3520442","SP","ILHA SOLTEIRA"
"65870","3524303","SP","JABOTICABAL"
"65811","3524006","SP","ITUPEVA"
"87696","4313300","RS","NOVA PRATA"
"87718","4313409","RS","NOVO HAMBURGO"
"67890","3534401","SP","OSASCO"
"82910","4214805","SC","RIO DO SUL"
"83151","4216008","SC","SAO CARLOS"
"83550","4218004","SC","TIJUCAS"
"98272","4308458","RS","FORTALEZA DOS VALOS"
